NiTi crystalline-amorphous nanocomposite,,,NiTi crystalline-amorphous nanocomposite,,,110 nm-grain-size polycrystalline NiTi,,,110 nm-grain-size polycrystalline NiTi,
Superelastic,Fig. 2a,,Plastic,Fig. 2b,,Superelastic,Fig. 2a,,Plastic,Fig. 2b
Compressive strain,Compressive stress (MPa),,Compressive strain,Compressive stress (MPa),,Compressive strain,Compressive stress (MPa),,Compressive strain,Compressive stress (MPa)
,,,0.15267,2534.14101,,,,,0.17851,1826.22911
,,,0.15256,2531.04078,,,,,0.17849,1823.47153
,,,0.15253,2528.54681,,,,,0.17844,1820.89476
,,,0.15257,2525.7022,,,,,0.17842,1818.38714
,,,0.15256,2521.97925,,,,,0.1784,1815.84314
,,,0.15246,2518.65974,,,,,0.17837,1813.24839
,,,0.15241,2516.23564,,,,,0.17836,1810.82382
,,,0.15243,2513.52619,,,,,0.17835,1808.19395
,,,0.15242,2510.23679,,,,,0.17834,1805.42086
,,,0.15234,2507.13617,,,,,0.17831,1802.71085
,,,0.15228,2504.83594,,,,,0.17832,1799.98149
,,,0.15232,2502.35458,,,,,0.17829,1797.17179
,,,0.15234,2498.7112,,,,,0.17827,1794.35966
,,,0.15226,2495.10635,,,,,0.17829,1791.45617
,,,0.15222,2492.03698,,,,,0.1782,1788.63212
,,,0.15221,2489.0453,,,,,0.17815,1786.22121
,,,0.15218,2485.84093,,,,,0.17815,1783.73294
,,,0.15214,2482.74409,,,,,0.17812,1781.33083
,,,0.1521,2479.86068,,,,,0.17814,1778.62307
,,,0.15208,2477.06192,,,,,0.17808,1776.01773
,,,0.1521,2473.84907,,,,,0.17809,1773.38766
,,,0.15206,2470.10823,,,,,0.17807,1770.72984
,,,0.15196,2467.24773,,,,,0.17806,1767.99146
,,,0.15196,2464.65158,,,,,0.17807,1765.10931
,,,0.15193,2461.75794,,,,,0.17801,1762.31105
,,,0.15192,2458.81522,,,,,0.17801,1759.53762
,,,0.15185,2455.84386,,,,,0.17795,1756.81209
,,,0.15183,2453.50934,,,,,0.17798,1754.11949
,,,0.15182,2450.82977,,,,,0.17795,1751.26399
,,,0.15185,2447.6336,,,,,0.1779,1748.6159
,,,0.15176,2444.28791,,,,,0.17791,1745.77663
,,,0.15174,2441.533,,,,,0.17787,1743.06386
,,,0.15173,2438.36627,,,,,0.17784,1740.38151
,,,0.15167,2435.42756,,,,,0.17786,1737.67435
,,,0.15164,2432.67883,,,,,0.17781,1734.89862
,,,0.15159,2430.18079,,,,,0.17776,1732.28772
,,,0.15162,2427.49373,,,,,0.17775,1729.76938
,,,0.15162,2423.94645,,,,,0.17774,1727.20786
,,,0.15152,2420.75886,,,,,0.17776,1724.45932
,,,0.1515,2418.34106,,,,,0.17771,1721.7301
,,,0.15155,2415.02186,,,,,0.17767,1719.02642
,,,0.15149,2411.29173,,,,,0.17766,1716.41973
,,,0.15145,2407.98141,,,,,0.17767,1713.64057
,,,0.15138,2404.94596,,,,,0.17765,1710.89182
,,,0.15137,2402.17464,,,,,0.17763,1708.00846
,,,0.15138,2399.01521,,,,,0.1776,1705.19968
,,,0.15134,2395.64962,,,,,0.17756,1702.48089
,,,0.15128,2392.43362,,,,,0.17754,1699.82125
,,,0.1512,2389.94206,,,,,0.17753,1697.15377
,,,0.15123,2387.83491,,,,,0.1775,1694.4919
,,,0.15121,2384.63121,,,,,0.17754,1691.6766
,,,0.15117,2381.82438,,,,,0.17747,1688.78855
,,,0.15116,2378.72083,,,,,0.17748,1686.02764
,,,0.15111,2375.83404,,,,,0.17745,1683.22267
,,,0.1511,2372.81525,,,,,0.17745,1680.31557
,,,0.151,2370.22518,,,,,0.17738,1677.60257
,,,0.151,2368.03409,,,,,0.17739,1674.86173
,,,0.15098,2365.45615,,,,,0.17731,1672.29756
,,,0.15099,2362.52401,,,,,0.17732,1669.78185
,,,0.15094,2359.44085,,,,,0.17729,1667.19675
,,,0.15089,2356.84112,,,,,0.17728,1664.63647
,,,0.1509,2354.02899,,,,,0.17724,1662.02589
,,,0.15088,2350.93245,,,,,0.17718,1659.69844
,,,0.15085,2347.58459,,,,,0.17719,1657.34665
,,,0.1508,2344.59281,,,,,0.17719,1654.75571
,,,0.15077,2341.68768,,,,,0.17713,1652.19832
,,,0.15074,2338.95791,,,,,0.17712,1649.79491
,,,0.15075,2335.82009,,,,,0.17709,1647.31422
,,,0.15068,2332.71872,,,,,0.17708,1644.84272
,,,0.1507,2329.80924,,,,,0.17703,1642.38176
,,,0.15068,2326.23478,,,,,0.17706,1639.84045
,,,0.15069,2322.4093,,,,,0.17706,1637.108
,,,0.15055,2318.88972,,,,,0.17699,1634.45771
,,,0.1505,2316.79226,,,,,0.17695,1632.05208
,,,0.15057,2313.96702,,,,,0.17696,1629.52467
,,,0.1505,2310.48606,,,,,0.17695,1626.91396
,,,0.15045,2307.73649,,,,,0.17692,1624.28051
,,,0.15039,2305.20121,,,,,0.17687,1621.73298
,,,0.15041,2302.79886,,,,,0.17684,1619.34712
,,,0.15041,2299.47215,,,,,0.17686,1616.82098
,,,0.15034,2296.34923,,,,,0.17681,1614.29917
,,,0.1503,2293.88509,,,,,0.17681,1611.65739
,,,0.1503,2291.10973,,,,,0.17678,1609.14895
,,,0.15025,2288.11256,,,,,0.17674,1606.58819
,,,0.1502,2285.6899,,,,,0.17675,1604.01811
,,,0.15017,2283.29032,,,,,0.17671,1601.42668
,,,0.15016,2280.96704,,,,,0.17671,1598.80573
,,,0.1502,2277.84112,,,,,0.17667,1596.16336
,,,0.15012,2274.56686,,,,,0.17664,1593.63807
,,,0.15011,2271.67085,,,,,0.1766,1591.09517
,,,0.15006,2268.70367,,,,,0.17656,1588.80067
,,,0.15007,2265.78082,,,,,0.17655,1586.41478
,,,0.15,2262.57167,,,,,0.17657,1583.94175
,,,0.14996,2260.08499,,,,,0.17652,1581.26216
,,,0.14996,2257.3554,,,,,0.17651,1578.81452
,,,0.14998,2254.15037,,,,,0.17648,1576.23981
,,,0.14995,2250.34229,,,,,0.17643,1573.87545
,,,0.14985,2247.2438,,,,,0.17642,1571.47855
,,,0.14983,2244.52972,,,,,0.17642,1568.98039
,,,0.14984,2241.54528,,,,,0.17636,1566.4934
,,,0.14983,2238.09351,,,,,0.17638,1564.01122
,,,0.14976,2234.86198,,,,,0.17631,1561.58295
,,,0.1497,2232.20456,,,,,0.17632,1559.12408
,,,0.14971,2229.52786,,,,,0.1763,1556.59339
,,,0.1497,2226.19416,,,,,0.17626,1554.12509
,,,0.14959,2223.42984,,,,,0.17624,1551.64304
,,,0.14953,2221.65894,,,,,0.17622,1549.15181
,,,0.14957,2219.59447,,,,,0.17619,1546.69345
,,,0.14958,2216.71268,,,,,0.17613,1544.44112
,,,0.14956,2213.27466,,,,,0.17612,1542.18038
,,,0.14947,2210.34822,,,,,0.17616,1539.72563
,,,0.14944,2208.06357,,,,,0.17614,1536.97223
,,,0.14939,2205.74128,,,,,0.17608,1534.34793
,,,0.14939,2203.60016,,,,,0.17605,1531.87775
,,,0.14936,2201.01133,,,,,0.17604,1529.44834
,,,0.14932,2198.69368,,,,,0.17599,1527.03051
,,,0.14936,2195.9089,,,,,0.17604,1524.51101
,,,0.14937,2192.37047,,,,,0.17601,1521.71498
,,,0.14932,2188.64578,,,,,0.17595,1519.11096
,,,0.14924,2185.56204,,,,,0.17591,1516.64693
,,,0.14924,2182.55622,,,,,0.1759,1514.29182
,,,0.14918,2179.6245,,,,,0.17588,1511.74398
,,,0.14914,2176.9509,,,,,0.17587,1509.35476
,,,0.14911,2174.42275,,,,,0.17584,1506.75723
,,,0.14911,2171.63115,,,,,0.17582,1504.24554
,,,0.14909,2168.60456,,,,,0.17578,1501.75727
,,,0.14907,2165.52681,,,,,0.17575,1499.38673
,,,0.14901,2162.4326,,,,,0.17573,1497.01667
,,,0.14899,2159.74528,,,,,0.17574,1494.49758
,,,0.14892,2157.02153,,,,,0.1757,1491.97659
,,,0.14886,2155.08919,,,,,0.17568,1489.46406
,,,0.14888,2152.91513,,,,,0.1756,1487.09835
,,,0.14884,2150.51932,,,,,0.17558,1484.98065
,,,0.14882,2148.26635,,,,,0.17557,1482.70886
,,,0.14882,2145.61404,,,,,0.17552,1480.43879
,,,0.14887,2142.40815,,,,,0.17551,1478.28083
,,,0.14879,2138.50375,,,,,0.17547,1476.12287
,,,0.14868,2135.92051,,,,,0.17548,1473.78719
,,,0.14869,2133.60129,,,,,0.17543,1471.58585
,,,0.14868,2130.90677,,,,,0.17544,1469.15369
,,,0.14869,2127.69348,,,,,0.1754,1466.85435
,,,0.14856,2124.93162,,,,,0.17538,1464.43375
,,,0.14856,2122.9662,,,,,0.17539,1461.96363
,,,0.14858,2120.27031,,,,,0.17535,1459.38449
,,,0.14865,2116.53329,,,,,0.17533,1456.94311
,,,0.14852,2112.59373,,,,,0.17527,1454.60165
,,,0.14845,2109.97208,,,,,0.17526,1452.27282
,,,0.14843,2107.51195,,,,,0.1752,1450.00824
,,,0.1485,2104.39827,,,,,0.17517,1447.90514
,,,0.14848,2100.28949,,,,,0.17517,1445.71729
,,,0.14835,2097.0816,,,,,0.17511,1443.48433
,,,0.14828,2094.80692,,,,,0.17511,1441.36623
,,,0.14825,2092.80518,,,,,0.17511,1439.06115
,,,0.14828,2090.38592,,,,,0.17507,1436.66602
,,,0.14827,2087.42704,,,,,0.17507,1434.30181
,,,0.14823,2084.42197,,,,,0.17501,1432.02255
,,,0.14815,2081.84454,,,,,0.17501,1429.67947
,,,0.14818,2079.4362,,,,,0.17492,1427.49212
,,,0.14816,2076.31982,,,,,0.17493,1425.41306
,,,0.1481,2073.49154,,,,,0.17492,1423.14958
,,,0.1481,2070.64411,,,,,0.17489,1420.83985
,,,0.14803,2067.74325,,,,,0.17485,1418.56097
,,,0.14796,2065.56557,,,,,0.17483,1416.40816
,,,0.14793,2063.62865,,,,,0.17479,1414.15562
,,,0.1479,2061.87832,,,,,0.1748,1411.8851
,,,0.14793,2059.69516,,,,,0.17476,1409.55565
,,,0.14794,2056.71113,,,,,0.17471,1407.40095
,,,0.1479,2053.59484,,,,,0.17469,1405.21262
,,,0.14788,2050.48022,,,,,0.17466,1403.04638
,,,0.14783,2047.46458,,,,,0.17465,1400.87661
,,,0.14782,2044.61656,,,,,0.17463,1398.62521
,,,0.14782,2041.2669,,,,,0.1746,1396.2365
,,,0.14771,2038.31517,,,,,0.17455,1394.03936
,,,0.14764,2036.24898,,,,,0.17451,1391.93268
,,,0.14767,2034.14904,,,,,0.17449,1389.87651
,,,0.14769,2031.27612,,,,,0.17448,1387.74245
,,,0.14764,2028.12591,,,,,0.17449,1385.50468
,,,0.14759,2025.41082,,,,,0.17445,1383.14479
,,,0.14757,2022.78699,,,,,0.17441,1380.92224
,,,0.14764,2019.36156,,,,,0.17438,1378.71359
,,,0.14757,2015.32794,,,,,0.17437,1376.46244
,,,0.14742,2012.70156,,,,,0.17435,1374.20696
,,,0.1474,2010.83358,,,,,0.17433,1371.86241
,,,0.14741,2008.67189,,,,,0.17424,1369.7127
,,,0.1474,2006.00352,,,,,0.17425,1367.68706
,,,0.14733,2003.46231,,,,,0.17425,1365.44917
,,,0.14725,2001.57374,,,,,0.17423,1363.09616
,,,0.14729,1999.7785,,,,,0.17418,1360.75451
,,,0.14734,1996.73344,,,,,0.17413,1358.60665
,,,0.14727,1993.46849,,,,,0.17411,1356.46224
,,,0.14724,1990.68172,,,,,0.17409,1354.45099
,,,0.14724,1987.54386,,,,,0.17406,1352.27336
,,,0.14718,1984.58042,,,,,0.17405,1350.0503
,,,0.14716,1981.61815,,,,,0.17407,1347.64865
,,,0.14705,1979.09792,,,,,0.17404,1345.21042
,,,0.14706,1977.14065,,,,,0.17401,1342.71226
,,,0.14703,1974.79944,,,,,0.17398,1340.36788
,,,0.14706,1971.98262,,,,,0.17389,1338.12626
,,,0.14701,1969.00483,,,,,0.17391,1335.98482
,,,0.14698,1966.18156,,,,,0.17389,1333.645
,,,0.14701,1962.96298,,,,,0.17387,1331.34892
,,,0.14695,1959.6228,,,,,0.17382,1329.08202
,,,0.14685,1956.84107,,,,,0.17381,1326.87211
,,,0.14681,1954.80954,,,,,0.17375,1324.61306
,,,0.14682,1952.55208,,,,,0.17375,1322.49621
,,,0.14684,1949.78301,,,,,0.17373,1320.21869
,,,0.14683,1946.35072,,,,,0.17366,1318.12512
,,,0.14674,1943.31768,,,,,0.17364,1316.00893
,,,0.14674,1940.58433,,,,,0.17362,1313.97226
,,,0.14669,1937.64912,,,,,0.17357,1311.85979
,,,0.1466,1935.20714,,,,,0.17353,1309.97553
,,,0.14654,1933.57418,,,,,0.17355,1307.92194
,,,0.14662,1931.48483,,,,,0.17353,1305.6885
,,,0.1466,1928.48061,,,,,0.17352,1303.34536
,,,0.14655,1925.55721,,,,,0.17347,1301.19841
,,,0.14649,1923.05268,,,,,0.17347,1298.94878
,,,0.1465,1920.49564,,,,,0.17344,1296.61987
,,,0.14647,1917.64854,,,,,0.17341,1294.32851
,,,0.14644,1914.92513,,,,,0.17336,1292.12211
,,,0.14642,1912.07006,,,,,0.17333,1290.02195
,,,0.14639,1909.1498,,,,,0.17327,1287.95466
,,,0.14638,1906.16246,,,,,0.17324,1286.04633
,,,0.14631,1903.13432,,,,,0.17321,1284.16807
,,,0.14625,1900.89058,,,,,0.1732,1282.14081
,,,0.14625,1898.58047,,,,,0.17316,1280.19
,,,0.14621,1896.12463,,,,,0.17311,1278.25451
,,,0.14624,1893.42433,,,,,0.17312,1276.29298
,,,0.14617,1890.58214,,,,,0.17307,1274.21772
,,,0.14615,1887.99687,,,,,0.17305,1272.30808
,,,0.14614,1885.30441,,,,,0.17307,1270.1606
,,,0.14616,1882.0412,,,,,0.17304,1267.8897
,,,0.14603,1878.92454,,,,,0.173,1265.60921
,,,0.14593,1877.26516,,,,,0.17295,1263.56046
,,,0.14597,1875.58248,,,,,0.17295,1261.47854
,,,0.146,1873.02515,,,,,0.17289,1259.34787
,,,0.14597,1870.05972,,,,,0.17289,1257.27382
,,,0.14595,1867.14402,,,,,0.17284,1255.19631
,,,0.1459,1864.23363,,,,,0.17281,1253.2303
,,,0.14584,1861.63846,,,,,0.17278,1251.19843
,,,0.14583,1859.21761,,,,,0.17276,1249.19721
,,,0.14584,1856.46484,,,,,0.17274,1247.12169
,,,0.14582,1853.353,,,,,0.17268,1245.14072
,,,0.14575,1850.33407,,,,,0.17269,1243.0995
,,,0.14569,1847.96814,,,,,0.17265,1241.00722
,,,0.14567,1845.65411,,,,,0.17263,1238.90056
,,,0.14567,1843.18157,,,,,0.1726,1236.82609
,,,0.14565,1840.44656,,,,,0.17255,1234.77183
,,,0.14561,1837.72554,,,,,0.17256,1232.70734
,,,0.14559,1835.02139,,,,,0.17253,1230.50903
,,,0.14548,1832.70428,,,,,0.17246,1228.44917
,,,0.14543,1831.20123,,,,,0.17245,1226.52632
,,,0.14546,1829.51025,,,,,0.17243,1224.46082
,,,0.14554,1826.60375,,,,,0.17242,1222.30455
,,,0.1455,1823.016,,,,,0.17237,1220.20302
,,,0.14544,1819.94671,,,,,0.17235,1218.16073
,,,0.14536,1817.17802,,,,,0.1723,1216.1078
,,,0.14534,1814.92546,,,,,0.17226,1214.12847
,,,0.14537,1812.10453,,,,,0.17227,1212.1684
,,,0.1453,1809.15841,,,,,0.17223,1210.06424
,,,0.14525,1806.64014,,,,,0.17221,1207.91258
,,,0.14524,1804.26677,,,,,0.17215,1205.9971
,,,0.14523,1801.43893,,,,,0.17218,1203.96104
,,,0.14519,1798.74444,,,,,0.17212,1201.77703
,,,0.14517,1795.98844,,,,,0.17207,1199.80172
,,,0.14513,1793.37176,,,,,0.17204,1197.85589
,,,0.14513,1790.49294,,,,,0.17202,1195.88627
,,,0.14507,1787.63565,,,,,0.17198,1193.87412
,,,0.14502,1785.13779,,,,,0.17198,1191.91479
,,,0.14497,1782.92795,,,,,0.17195,1189.81303
,,,0.14499,1780.61986,,,,,0.17193,1187.72478
,,,0.14493,1778.12027,,,,,0.1719,1185.67906
,,,0.14492,1775.78689,,,,,0.17184,1183.63604
,,,0.14486,1773.51539,,,,,0.17182,1181.72423
,,,0.14486,1771.28728,,,,,0.17178,1179.78415
,,,0.14489,1768.32858,,,,,0.17175,1177.88191
,,,0.14482,1765.3804,,,,,0.17175,1175.87441
,,,0.14477,1762.81447,,,,,0.17172,1173.84075
,,,0.14472,1760.52574,,,,,0.1717,1171.77648
,,,0.14474,1758.33131,,,,,0.17166,1169.71033
,,,0.14473,1755.40754,,,,,0.17166,1167.53729
,,,0.14468,1752.66069,,,,,0.17159,1165.49177
,,,0.14467,1749.76535,,,,,0.1716,1163.45488
,,,0.1446,1747.09692,,,,,0.17155,1161.33568
,,,0.14464,1744.38577,,,,,0.17149,1159.43677
,,,0.1446,1741.16516,,,,,0.17148,1157.48698
,,,0.14457,1738.07422,,,,,0.17141,1155.66889
,,,0.14452,1735.09755,,,,,0.17137,1153.93923
,,,0.14451,1732.283,,,,,0.17137,1152.15063
,,,0.14449,1729.05415,,,,,0.17136,1150.17389
,,,0.14441,1726.25354,,,,,0.17133,1148.25237
,,,0.14436,1723.94183,,,,,0.1713,1146.25739
,,,0.14433,1721.84086,,,,,0.17126,1144.33918
,,,0.14436,1719.19466,,,,,0.17126,1142.27961
,,,0.14429,1716.50772,,,,,0.17123,1140.25205
,,,0.14427,1714.15025,,,,,0.1712,1138.16596
,,,0.14421,1711.85871,,,,,0.17116,1136.20684
,,,0.14424,1709.41938,,,,,0.17114,1134.17815
,,,0.14422,1706.41022,,,,,0.17113,1132.13709
,,,0.14418,1703.48893,,,,,0.1711,1129.92959
,,,0.14408,1701.08004,,,,,0.17106,1127.95916
,,,0.14399,1699.73246,,,,,0.17101,1125.89985
,,,0.14403,1698.16392,,,,,0.17097,1124.05821
,,,0.14407,1695.84926,,,,,0.17096,1122.086
,,,0.14407,1692.82248,,,,,0.17094,1120.1014
,,,0.14398,1689.98751,,,,,0.17088,1118.19181
,,,0.14402,1687.26129,,,,,0.17092,1116.13857
,,,0.14403,1683.65096,,,,,0.17086,1113.94773
,,,0.14393,1680.29243,,,,,0.17086,1111.84166
,,,0.14379,1678.08623,,,,,0.17083,1109.62685
,,,0.14374,1676.79558,,,,,0.17079,1107.53121
,,,0.14377,1675.26909,,,,,0.17074,1105.4762
,,,0.14379,1673.02723,,,,,0.1707,1103.48526
,,,0.14379,1670.32639,,,,,0.17068,1101.54234
,,,0.14378,1667.42894,,,,,0.17065,1099.57486
,,,0.14376,1664.30109,,,,,0.17063,1097.62018
,,,0.14371,1661.28503,,,,,0.17058,1095.64097
,,,0.14367,1658.49696,,,,,0.17055,1093.78788
,,,0.14361,1655.90541,,,,,0.17056,1091.82383
,,,0.14356,1653.6644,,,,,0.17054,1089.69852
,,,0.14355,1651.31641,,,,,0.1705,1087.57011
,,,0.14352,1649.0208,,,,,0.17049,1085.44546
,,,0.14349,1646.65075,,,,,0.17041,1083.3854
,,,0.14347,1644.36728,,,,,0.1704,1081.47544
,,,0.14349,1641.6439,,,,,0.1704,1079.42342
,,,0.14344,1638.78349,,,,,0.17035,1077.34369
,,,0.14338,1636.15113,,,,,0.17033,1075.30638
,,,0.14333,1633.94756,,,,,0.17031,1073.19199
,,,0.14335,1631.6024,,,,,0.17029,1071.11019
,,,0.14331,1628.83807,,,,,0.17024,1069.04529
,,,0.14321,1626.78193,,,,,0.17021,1067.04871
,,,0.14313,1625.52276,,,,,0.1702,1064.94112
,,,0.14321,1624.04482,,,,,0.17015,1062.928
,,,0.14324,1621.2239,,,,,0.17009,1061.02459
,,,0.1432,1618.16484,,,,,0.17007,1059.19822
,,,0.14313,1615.59011,,,,,0.17003,1057.29375
,,,0.14314,1613.1314,,,,,0.16998,1055.53208
,,,0.14317,1609.89772,,,,,0.17001,1053.63503
,,,0.14311,1606.37067,,,,,0.16995,1051.65621
,,,0.14301,1603.67778,,,,,0.16988,1049.91889
,,,0.14297,1601.39486,,,,,0.16987,1048.15266
,,,0.14294,1599.24204,,,,,0.16988,1046.21816
,,,0.14296,1596.84035,,,,,0.16985,1044.24893
,,,0.14294,1594.02568,,,,,0.16979,1042.33401
,,,0.14294,1591.15136,,,,,0.16973,1040.61777
,,,0.14292,1587.94425,,,,,0.1697,1038.88388
,,,0.14286,1584.91077,,,,,0.16965,1037.29019
,,,0.14281,1582.1423,,,,,0.16965,1035.58647
,,,0.14277,1579.56486,,,,,0.16959,1033.95509
,,,0.14271,1577.37677,,,,,0.1696,1032.14904
,,,0.14272,1574.9864,,,,,0.16957,1030.3309
,,,0.14263,1572.81048,,,,,0.16951,1028.6224
,,,0.14261,1571.07046,,,,,0.16945,1026.97295
,,,0.1426,1569.03422,,,,,0.16944,1025.34892
,,,0.14262,1566.6238,,,,,0.16943,1023.62951
,,,0.14259,1563.9105,,,,,0.16942,1021.79149
,,,0.14257,1561.24648,,,,,0.16936,1020.00706
,,,0.14256,1558.27039,,,,,0.16934,1018.21441
,,,0.14247,1555.64994,,,,,0.1693,1016.42363
,,,0.1424,1553.60656,,,,,0.16928,1014.64969
,,,0.14232,1552.21177,,,,,0.16922,1012.89185
,,,0.14235,1550.70296,,,,,0.16923,1011.17859
,,,0.14241,1548.38775,,,,,0.16921,1009.23548
,,,0.14236,1545.56454,,,,,0.16918,1007.34142
,,,0.14231,1543.09665,,,,,0.16908,1005.61175
,,,0.14231,1540.54332,,,,,0.16908,1003.96602
,,,0.14233,1537.659,,,,,0.16906,1002.21939
,,,0.14233,1534.09629,,,,,0.16906,1000.33697
,,,0.14225,1530.74473,,,,,0.16898,998.42614
,,,0.14216,1528.18989,,,,,0.16901,996.59221
,,,0.14215,1525.8517,,,,,0.16898,994.58941
,,,0.14212,1523.34652,,,,,0.16894,992.66422
,,,0.14207,1520.96406,,,,,0.16891,990.6216
,,,0.14209,1518.52864,,,,,0.16892,988.60357
,,,0.14209,1515.51973,,,,,0.16884,986.51925
,,,0.142,1512.71729,,,,,0.16881,984.68278
,,,0.14199,1510.33986,,,,,0.16878,982.84964
,,,0.14195,1507.67054,,,,,0.16876,980.97606
,,,0.14189,1505.43759,,,,,0.1687,979.1332
,,,0.14187,1503.18318,,,,,0.16866,977.36338
,,,0.14183,1501.05615,,,,,0.16862,975.66405
,,,0.14178,1499.12032,,,,,0.16858,974.06007
,,,0.1417,1497.58619,,,,,0.16855,972.42271
,,,0.14173,1496.139,,,,,0.16852,970.74087
,,,0.14176,1493.77774,,,,,0.16849,969.0604
,,,0.14174,1491.30489,,,,,0.16847,967.41134
,,,0.14174,1488.45672,,,,,0.16843,965.65602
,,,0.14169,1485.64575,,,,,0.16841,963.90396
,,,0.14163,1483.06391,,,,,0.16834,962.24716
,,,0.14159,1480.86859,,,,,0.16837,960.48871
,,,0.14159,1478.54986,,,,,0.16829,958.73259
,,,0.14158,1475.90957,,,,,0.16828,957.06035
,,,0.14153,1473.23163,,,,,0.16823,955.37409
,,,0.14149,1470.82909,,,,,0.16822,953.62364
,,,0.14151,1468.319,,,,,0.16819,951.83427
,,,0.1415,1465.2995,,,,,0.16814,950.11517
,,,0.14149,1462.15623,,,,,0.16811,948.39578
,,,0.14144,1458.91794,,,,,0.16805,946.77511
,,,0.14137,1456.1193,,,,,0.16803,945.2188
,,,0.14134,1453.46407,,,,,0.16804,943.45984
,,,0.14125,1451.22418,,,,,0.16799,941.62085
,,,0.14124,1449.30352,,,,,0.16793,939.99096
,,,0.14117,1447.42056,,,,,0.16793,938.33523
,,,0.14116,1445.69062,,,,,0.1679,936.5806
,,,0.14117,1443.59414,,,,,0.16786,934.73396
,,,0.14116,1441.27658,,,,,0.16779,933.16344
,,,0.14113,1438.86469,,,,,0.16773,931.65646
,,,0.14111,1436.38179,,,,,0.16771,930.30166
,,,0.14107,1433.94088,,,,,0.16767,928.75769
,,,0.14103,1431.53465,,,,,0.16766,927.25854
,,,0.14098,1429.43113,,,,,0.16764,925.664
,,,0.14099,1427.26697,,,,,0.16762,923.9829
,,,0.14099,1424.57601,,,,,0.16758,922.2426
,,,0.1409,1422.00054,,,,,0.16752,920.61434
,,,0.14088,1419.95294,,,,,0.16747,919.10738
,,,0.14087,1417.75161,,,,,0.16745,917.66921
,,,0.14092,1414.89955,,,,,0.16741,916.10648
,,,0.14084,1411.72091,,,,,0.16742,914.54386
,,,0.14081,1409.16171,,,,,0.16737,912.8665
,,,0.14078,1406.50533,,,,,0.16734,911.22124
,,,0.14079,1403.71665,,,,,0.16729,909.56109
,,,0.14073,1400.63333,,,,,0.16727,907.99551
,,,0.14061,1398.53146,,,,,0.16722,906.44488
,,,0.14065,1396.55341,,,,,0.16723,904.85761
,,,0.14067,1393.74427,,,,,0.16721,903.02374
,,,0.14062,1390.8773,,,,,0.16714,901.28867
,,,0.14051,1388.47641,,,,,0.1671,899.68366
,,,0.14046,1386.97809,,,,,0.16705,898.11105
,,,0.14058,1384.69807,,,,,0.167,896.63805
,,,0.14055,1381.32901,,,,,0.16697,895.18428
,,,0.14045,1378.48556,,,,,0.16692,893.72868
,,,0.14037,1376.33727,,,,,0.16693,892.26094
,,,0.1404,1374.3279,,,,,0.1669,890.65709
,,,0.14041,1371.46818,,,,,0.16688,889.00312
,,,0.14026,1369.09306,,,,,0.16683,887.37384
,,,0.1402,1367.83822,,,,,0.16678,885.82522
,,,0.14027,1366.14402,,,,,0.16678,884.24305
,,,0.14028,1363.49888,,,,,0.16674,882.58353
,,,0.14023,1360.90183,,,,,0.16672,880.93672
,,,0.14015,1358.75318,,,,,0.16666,879.27445
,,,0.14017,1356.71684,,,,,0.16665,877.63902
,,,0.14021,1353.93683,,,,,0.16662,875.91684
,,,0.14012,1350.96894,,,,,0.16659,874.22154
,,,0.14005,1348.65967,,,,,0.16661,872.36158
,,,0.14002,1346.75869,,,,,0.16652,870.53478
,,,0.14002,1344.49266,,,,,0.16647,868.94425
,,,0.14003,1341.97017,,,,,0.16643,867.41993
,,,0.14002,1339.07408,,,,,0.16642,865.80712
,,,0.13992,1336.47345,,,,,0.16633,864.2834
,,,0.1399,1334.29463,,,,,0.16633,862.78184
,,,0.13989,1331.92269,,,,,0.16627,861.30419
,,,0.13988,1329.35432,,,,,0.16624,859.81273
,,,0.13984,1326.79122,,,,,0.16624,858.32782
,,,0.13981,1324.22025,,,,,0.1662,856.76765
,,,0.13973,1321.94071,,,,,0.16617,855.12389
,,,0.13971,1319.96065,,,,,0.16612,853.55705
,,,0.13967,1317.86525,,,,,0.16606,852.03572
,,,0.13965,1315.95429,,,,,0.16598,850.78204
,,,0.13967,1313.76265,,,,,0.16603,849.37955
,,,0.13962,1311.3122,,,,,0.16596,847.83464
,,,0.13964,1308.84568,,,,,0.16596,846.31122
,,,0.13957,1306.1388,,,,,0.16593,844.71253
,,,0.13953,1304.01086,,,,,0.16586,843.11043
,,,0.13955,1301.42022,,,,,0.16582,841.7017
,,,0.13952,1298.75961,,,,,0.16579,840.25625
,,,0.13949,1295.94712,,,,,0.16576,838.79241
,,,0.13936,1293.72755,,,,,0.16569,837.36674
,,,0.13931,1292.2984,,,,,0.16568,835.99509
,,,0.13934,1290.60898,,,,,0.16566,834.55502
,,,0.13934,1288.3643,,,,,0.16565,832.96126
,,,0.13932,1285.9345,,,,,0.16561,831.36611
,,,0.13934,1283.29582,,,,,0.16556,829.82599
,,,0.13934,1280.22702,,,,,0.16553,828.31965
,,,0.13927,1277.29271,,,,,0.16545,826.93837
,,,0.13922,1274.63139,,,,,0.16539,825.68962
,,,0.13918,1272.16432,,,,,0.16533,824.55839
,,,0.13913,1269.84434,,,,,0.16529,823.41756
,,,0.13914,1267.52374,,,,,0.16526,822.28053
,,,0.1391,1264.89507,,,,,0.16521,821.23781
,,,0.13902,1262.74321,,,,,0.16518,820.06917
